transaction_id,date,description,amount,currency,country_code,expected_merchant,expected_category,expected_mcc,expected_city,expected_postcode_area,difficulty,pattern,channel
TX307367,2026-04-09T14:05:00Z,PUREGYM*8K49V9HN LONDON GB,5.09,GBP,GB,PureGym,Health > Gyms & Fitness,7997,LONDON,E1,medium,ref_code,contactless
TX307368,2026-03-16T05:46:00Z,AVANTI WEST COAST WOLVERHAMPTON GB,6.53,GBP,GB,Avanti West Coast,Transport > Rail,4112,WOLVERHAMPTON,WV1,easy,clean,contactless
TX307369,2026-07-04T03:58:00Z,THEROYALOAK PRESTON GB,27.44,GBP,GB,The Royal Oak,Food & Drink > Pubs & Bars,5813,PRESTON,PR1,hard,no_space,contactless
TX307370,2026-07-30T21:04:00Z,PREMIER STORES*RTFQYJH CARDIFF GB,100.66,GBP,GB,Premier Stores,Groceries > Convenience Stores,5411,CARDIFF,CF10,medium,ref_code,contactless
TX307371,2026-05-26T06:34:00Z,SAINSBURYS SMKT*314A4PA0 MANCHESTER GB,63.71,GBP,GB,Sainsbury's,Groceries > Supermarkets,5411,MANCHESTER,M4,medium,ref_code,ecommerce
TX307372,2026-04-15T07:29:00Z,SHARMA FISH BAR 1943,40.78,GBP,GB,Sharma Fish Bar,Food & Drink > Takeaway,5814,LIVERPOOL,L2,hard,truncated,card_present
TX307373,2026-08-05T17:36:00Z,SCREWFIX HULL GB,298.84,GBP,GB,Screwfix,Shopping > Home Improvement,5211,HULL,HU1,easy,clean,card_present
TX307374,2026-08-22T03:33:00Z,SUNFLOWER CAFE 5875 BELFA,2.40,GBP,GB,Sunflower Cafe,Food & Drink > Cafes & Coffee Shops,5814,BELFAST,BT2,hard,truncated,contactless
TX307375,2026-08-19T03:00:00Z,ALL BAR ONE 3890 B,24.72,GBP,GB,All Bar One,Food & Drink > Pubs & Bars,5813,BRISTOL,BS1,hard,truncated,card_present
TX307376,2026-03-03T12:31:00Z,TUI UK 2027 YORK GB,28.01,GBP,GB,TUI,Travel > Tour Operators,4722,YORK,YO1,easy,store_number,contactless
TX307377,2026-07-09T10:56:00Z,AIRBNB PLC GUILDFORD GB,329.89,GBP,GB,Airbnb,Travel > Short-Term Rentals,7011,GUILDFORD,GU1,medium,legal_entity,ecommerce
TX307378,2026-06-02T14:52:00Z,ZETTLE_*OSEI & SONS NEWSAGENTS WATFORD GB,12.69,GBP,GB,Osei & Sons Newsagents,Shopping > Newsagents,5994,WATFORD,WD17,hard,psp_prefix,contactless
TX307379,2026-06-25T13:30:00Z,SP *SINGHS MOT CENTRE BIRMINGHAM GB,24.51,GBP,GB,Singh's Mot Centre,Transport > Vehicle Servicing,7538,BIRMINGHAM,B5,hard,psp_prefix,card_present
TX307380,2026-05-03T22:58:00Z,H&M 4664 LEEDS,13.42,GBP,GB,H&M,Shopping > Clothing,5651,LEEDS,LS1,hard,truncated,contactless
TX307381,2026-05-17T21:42:00Z,THE FOX & HOUNDS DUNDEE DD1 GB,3.46,GBP,GB,The Fox & Hounds,Food & Drink > Pubs & Bars,5813,DUNDEE,DD1,medium,postcode_tail,card_present
TX307382,2026-06-14T18:00:00Z,MURPHYS MINI MARKET 4372 LONDON GB,31.33,GBP,GB,Murphy's Mini Market,Groceries > Convenience Stores,5411,LONDON,EC2M,medium,store_number,contactless
TX307383,2026-07-29T23:34:00Z,COSTCUTter SOUTHAMPTON GB,3.72,GBP,GB,Costcutter,Groceries > Convenience Stores,5411,SOUTHAMPTON,SO14,medium,case_mixed,contactless
TX307384,2026-05-09T19:40:00Z,TFL TRAVEL CH LONDON W2 GB,11.49,GBP,GB,Transport for London,Transport > Public Transport,4111,LONDON,W2,easy,postcode_tail,contactless
TX307385,2026-07-23T12:18:00Z,EON NEXT HULL GB,77.37,GBP,GB,E.ON,Bills > Energy,4900,HULL,HU1,easy,clean,direct_debit
TX307386,2026-04-29T19:27:00Z,UBER *TRIP 6268 SOLIHU,34.06,GBP,GB,Uber,Transport > Ride Hailing,4121,SOLIHULL,B91,hard,truncated,ecommerce
TX307387,2026-07-24T11:03:00Z,BREWDOG 3516 DUNDEE GB,21.35,GBP,GB,BrewDog,Food & Drink > Pubs & Bars,5813,DUNDEE,DD1,easy,store_number,contactless
TX307388,2026-04-02T00:09:00Z,BURGER KING 2997 EDINBURGH GB,39.48,GBP,GB,Burger King,Food & Drink > Fast Food,5814,EDINBURGH,EH2,easy,store_number,card_present
TX307389,2026-07-26T02:07:00Z,HUSSAIN NAIL BAR 6261 BIRMINGHAM GB,16.26,GBP,GB,Hussain Nail Bar,Personal Care > Beauty,7230,BIRMINGHAM,B2,medium,store_number,card_present
TX307390,2026-04-05T05:58:00Z,STRIPE*CORNER HOUSE CAFE LONDON GB,17.32,GBP,GB,Corner House Cafe,Food & Drink > Cafes & Coffee Shops,5814,LONDON,SE1,hard,psp_prefix,card_present
TX307391,2026-08-01T20:28:00Z,BRITISH GAS ABERDEEN GB,322.11,GBP,GB,British Gas,Bills > Energy,4900,ABERDEEN,AB10,easy,clean,standing_order
TX307392,2026-06-14T01:52:00Z,FULLERS PUBS EXETER GB,2.58,GBP,GB,Fuller's,Food & Drink > Pubs & Bars,5813,EXETER,EX1,easy,clean,card_present
TX307393,2026-03-22T20:53:00Z,NINTENDO BIRMINGHAM GB,148.98,GBP,GB,Nintendo,Entertainment > Gaming,5816,BIRMINGHAM,B5,easy,clean,ecommerce
TX307394,2026-06-01T09:34:00Z,NATIONAL EXPRESS LIMITED NOTTINGHAM GB,45.25,GBP,GB,National Express,Transport > Coach & Bus,4131,NOTTINGHAM,NG1,medium,legal_entity,ecommerce
TX307395,2026-05-28T08:51:00Z,THE GEORGE & DRAGON LEEDS GB,4.29,GBP,GB,The George & Dragon,Food & Drink > Pubs & Bars,5813,LEEDS,LS2,medium,clean,card_present
TX307396,2026-07-08T19:18:00Z,HELLOFRESH*7G9U8ZZL LONDON GB,3.00,GBP,GB,HelloFresh,Food & Drink > Meal Kits,5812,LONDON,SE10,medium,ref_code,ecommerce
TX307397,2026-03-04T14:17:00Z,MILLER AND CARTER BIRMINGHAM B2 GB,58.48,GBP,GB,Miller & Carter,Food & Drink > Restaurants,5812,BIRMINGHAM,B2,easy,postcode_tail,contactless
TX307398,2026-03-05T20:42:00Z,RYANAIR LEEDS LS2 GB,390.69,GBP,GB,Ryanair,Travel > Airlines,3000,LEEDS,LS2,easy,postcode_tail,ecommerce
TX307399,2026-07-10T00:58:00Z,ASOS.COM GLASGOW G1 GB,33.48,GBP,GB,ASOS,Shopping > Clothing,5651,GLASGOW,G1,easy,postcode_tail,card_present
TX307400,2026-04-22T00:13:00Z,SUMUP  *SUNFLOWER CAFE LUTON GB,77.04,GBP,GB,Sunflower Cafe,Food & Drink > Cafes & Coffee Shops,5814,LUTON,LU1,hard,psp_prefix,contactless
TX307401,2026-05-21T10:13:00Z,JOHN LEWIS MANCHESTER GB,370.66,GBP,GB,John Lewis,Shopping > Department Stores,5311,MANCHESTER,M3,easy,clean,card_present
TX307402,2026-07-28T22:36:00Z,NFFLD HLTH CARDIFF GB,252.91,GBP,GB,Nuffield Health,Health > Gyms & Fitness,7997,CARDIFF,CF10,hard,vowel_dropped,contactless
TX307403,2026-08-01T17:32:00Z,ITSU 794 PRESTON GB,2.66,GBP,GB,Itsu,Food & Drink > Fast Food,5814,PRESTON,PR1,easy,store_number,card_present
TX307404,2026-06-26T22:40:00Z,SKY DIGITAL LONDON GB,230.89,GBP,GB,Sky,Bills > TV & Broadband,4899,LONDON,EC1A,easy,clean,direct_debit
TX307405,2026-03-18T05:40:00Z,MONZO BANK BATH GB,303.11,GBP,GB,Monzo,Financial > Banking,6012,BATH,BA1,easy,clean,ecommerce
TX307406,2026-08-08T03:14:00Z,UBER *TRIP 8518 EDINBURGH GB,55.42,GBP,GB,Uber,Transport > Ride Hailing,4121,EDINBURGH,EH1,easy,store_number,card_present
TX307407,2026-03-01T21:15:00Z,PAPA JOHNS LONDON GB,35.97,GBP,GB,Papa John's,Food & Drink > Fast Food,5814,LONDON,EC1A,easy,clean,contactless
TX307408,2026-03-20T18:32:00Z,KHAN & SONS BALTI HO,2.45,GBP,GB,Khan & Sons Balti House,Food & Drink > Restaurants,5812,LEEDS,LS2,hard,truncated,ecommerce
TX307409,2026-06-21T15:26:00Z,SHEIN.COM 0660 CROYDON GB,477.68,GBP,GB,Shein,Shopping > Clothing,5651,CROYDON,CR0,easy,store_number,card_present
TX307410,2026-03-27T11:22:00Z,TUI UK 720 LONDON,375.08,GBP,GB,TUI,Travel > Tour Operators,4722,LONDON,SW1A,hard,truncated,contactless
TX307411,2026-03-25T13:03:00Z,PAYPAL *PATEL TATTOO STUDIO SHEFFIELD GB,6.15,GBP,GB,Patel Tattoo Studio,Personal Care > Tattoo & Piercing,7230,SHEFFIELD,S1,hard,psp_prefix,contactless
TX307412,2026-07-20T09:37:00Z,GAILS BAKERY*8JJZ5T EXETER GB,26.57,GBP,GB,Gail's Bakery,Food & Drink > Bakeries,5814,EXETER,EX1,medium,ref_code,card_present
TX307413,2026-08-14T21:24:00Z,LEON RESTAURANTS*LPAV7F LONDON GB,25.59,GBP,GB,Leon,Food & Drink > Fast Food,5814,LONDON,SW6,medium,ref_code,card_present
TX307414,2026-08-21T00:28:00Z,FIVE GUYS 1710 SOLIHULL GB,81.71,GBP,GB,Five Guys,Food & Drink > Fast Food,5814,SOLIHULL,B91,easy,store_number,ecommerce
TX307415,2026-03-04T06:45:00Z,THE HIDEAWAY CAFE UK LTD LEICESTER GB,4.14,GBP,GB,The Hideaway Cafe,Food & Drink > Cafes & Coffee Shops,5814,LEICESTER,LE1,medium,legal_entity,contactless
TX307416,2026-03-18T20:35:00Z,LLOYDS PHARMACY*E43E4U6 SLOUGH GB,6.53,GBP,GB,Lloyds Pharmacy,Health > Pharmacy,5912,SLOUGH,SL1,medium,ref_code,contactless
TX307417,2026-03-13T07:53:00Z,ETSY.COM CHESTER GB,66.18,GBP,GB,Etsy,Shopping > Online Marketplace,5942,CHESTER,CH1,easy,clean,ecommerce
TX307418,2026-07-21T12:31:00Z,TGI FRIDAYS TID89736 ABERDEEN GB,15.43,GBP,GB,TGI Fridays,Food & Drink > Restaurants,5812,ABERDEEN,AB10,medium,terminal_id,card_present
TX307419,2026-06-22T18:07:00Z,PIZZAEXPRESS MANCHESTER M1 GB,2.48,GBP,GB,PizzaExpress,Food & Drink > Restaurants,5812,MANCHESTER,M1,easy,postcode_tail,contactless
TX307420,2026-04-12T18:37:00Z,RYANAIR 4654 LONDON,283.50,GBP,GB,Ryanair,Travel > Airlines,3000,LONDON,SW1A,hard,truncated,card_present
TX307421,2026-07-23T07:56:00Z,SUBWAY LONDON GB,74.73,GBP,GB,Subway,Food & Drink > Fast Food,5814,LONDON,SW6,easy,clean,card_present
TX307422,2026-04-25T22:47:00Z,SELFRIDGES LIMITED SALFORD GB,255.74,GBP,GB,Selfridges,Shopping > Department Stores,5311,SALFORD,M50,medium,legal_entity,card_present
TX307423,2026-06-12T05:07:00Z,PAUL UK LONDON GB,87.95,GBP,GB,Paul,Food & Drink > Bakeries,5814,LONDON,E14,easy,clean,card_present
TX307424,2026-07-29T07:52:00Z,TAYLORSONSPHYSIOTHERAPY NEWPORT GB,5.50,GBP,GB,Taylor & Sons Physiotherapy,Health > Physiotherapy,8049,NEWPORT,NP20,hard,no_space,contactless
TX307425,2026-07-09T13:15:00Z,TRAINLINE 4263 STOKE-ON-T,43.33,GBP,GB,Trainline,Transport > Rail,4112,STOKE-ON-TRENT,ST1,hard,truncated,card_present
TX307426,2026-07-14T15:26:00Z,SHEIN.COM TID41231 READING GB,16.01,GBP,GB,Shein,Shopping > Clothing,5651,READING,RG1,medium,terminal_id,card_present
TX307427,2026-03-16T03:45:00Z,MICROSOFT*XBOX GROUP LTD LONDON GB,5.59,GBP,GB,Xbox,Entertainment > Gaming,5816,LONDON,EC2M,medium,legal_entity,ecommerce
TX307428,2026-07-28T18:59:00Z,UBER *EATS 6423 OXFO,3.05,GBP,GB,Uber Eats,Food & Drink > Food Delivery,5812,OXFORD,OX1,hard,truncated,card_present
TX307429,2026-06-04T21:20:00Z,CASHWITHDRAWALLINK LONDON GB,60.18,GBP,GB,LINK ATM,Financial > Cash Withdrawal,6011,LONDON,SE1,hard,no_space,atm
TX307430,2026-07-20T23:07:00Z,SUMUP  *THE KINGS ARMS BRISTOL GB,4.08,GBP,GB,The Kings Arms,Food & Drink > Pubs & Bars,5813,BRISTOL,BS1,hard,psp_prefix,ecommerce
TX307431,2026-06-29T20:12:00Z,FULLERS PUBS BRISTOL GB,19.44,GBP,GB,Fuller's,Food & Drink > Pubs & Bars,5813,BRISTOL,BS1,easy,clean,card_present
TX307432,2026-05-20T21:39:00Z,VUE ENTERTAINMENT TID89430 LONDON GB,92.08,GBP,GB,Vue,Entertainment > Cinema,7832,LONDON,E15,medium,terminal_id,card_present
TX307433,2026-08-22T07:40:00Z,O2 UK LIVERPOOL GB,9.01,GBP,GB,O2,Bills > Mobile,4814,LIVERPOOL,L1,easy,clean,direct_debit
TX307434,2026-05-20T05:03:00Z,HUSSAIN KEBAB HOUSE PLC GLASGOW GB,36.59,GBP,GB,Hussain Kebab House,Food & Drink > Takeaway,5814,GLASGOW,G1,medium,legal_entity,ecommerce
TX307435,2026-04-10T03:45:00Z,ALL BAR ONE DUNDEE GB,8.28,GBP,GB,All Bar One,Food & Drink > Pubs & Bars,5813,DUNDEE,DD1,easy,clean,card_present
TX307436,2026-03-30T02:20:00Z,JUST EAT*47RKFRDQ EDINBURGH GB,22.11,GBP,GB,Just Eat,Food & Drink > Food Delivery,5812,EDINBURGH,EH2,medium,ref_code,contactless
TX307437,2026-05-28T11:35:00Z,NANDOS 8572 DURHAM GB,88.88,GBP,GB,Nando's,Food & Drink > Restaurants,5812,DURHAM,DH1,easy,store_number,contactless
TX307438,2026-04-18T17:19:00Z,HMRC*H966X4 BIRMINGHAM GB,549.81,GBP,GB,HM Revenue & Customs,Government > Tax,9311,BIRMINGHAM,B1,medium,ref_code,direct_debit
TX307439,2026-05-19T21:35:00Z,E H BOOTH & CO 678,3.21,GBP,GB,Booths,Groceries > Supermarkets,5411,BELFAST,BT2,hard,truncated,card_present
TX307440,2026-03-10T12:52:00Z,COSTA COFFEE WOLVERHAMPTON GB,29.15,GBP,GB,Costa Coffee,Food & Drink > Cafes & Coffee Shops,5814,WOLVERHAMPTON,WV1,easy,clean,ecommerce
TX307441,2026-04-14T13:03:00Z,PRIMARK 698 BOLTON GB,10.01,GBP,GB,Primark,Shopping > Clothing,5651,BOLTON,BL1,easy,store_number,contactless
TX307442,2026-05-25T10:29:00Z,TGI FRIDAYS*MH5EJVU BRISTOL GB,10.81,GBP,GB,TGI Fridays,Food & Drink > Restaurants,5812,BRISTOL,BS1,medium,ref_code,contactless
TX307443,2026-05-09T08:06:00Z,UBER *EATS CHESTER GB,86.09,GBP,GB,Uber Eats,Food & Drink > Food Delivery,5812,CHESTER,CH1,easy,clean,ecommerce
TX307444,2026-04-28T16:21:00Z,TFW RAIL LTD MILTON KEYNES GB,144.04,GBP,GB,Transport for Wales,Transport > Rail,4112,MILTON KEYNES,MK9,medium,legal_entity,contactless
TX307445,2026-07-31T00:40:00Z,OCADO RETAil LONDON GB,8.36,GBP,GB,Ocado,Groceries > Online Grocery,5411,LONDON,E1,medium,case_mixed,ecommerce
TX307446,2026-08-10T11:07:00Z,THE SHIP INN 4384 BELFAST GB,34.55,GBP,GB,The Ship Inn,Food & Drink > Pubs & Bars,5813,BELFAST,BT1,medium,store_number,card_present
TX307447,2026-06-26T14:20:00Z,SINGH & SONS LAUNDRETTE*XNXF2N MANCHESTER GB,92.72,GBP,GB,Singh & Sons Laundrette,Personal Care > Laundry,7211,MANCHESTER,M3,medium,ref_code,contactless
TX307448,2026-04-04T02:24:00Z,ALL BAR ONE LONDON GB,8.71,GBP,GB,All Bar One,Food & Drink > Pubs & Bars,5813,LONDON,SE1,easy,clean,contactless
TX307449,2026-08-15T20:17:00Z,ESSO STOKE-ON-TRENT GB,22.02,GBP,GB,Esso,Transport > Fuel & Petrol,5541,STOKE-ON-TRENT,ST1,easy,clean,contactless
TX307450,2026-08-16T09:19:00Z,TICKETMASTER UK 9315 LONDON GB,22.45,GBP,GB,Ticketmaster,Entertainment > Events & Ticketing,7922,LONDON,W1D,easy,store_number,contactless
TX307451,2026-04-19T21:40:00Z,SP *SHARMAS DENTAL PRACTICE PORTSMOUTH GB,6.05,GBP,GB,Sharma's Dental Practice,Health > Dentists,8021,PORTSMOUTH,PO1,hard,psp_prefix,contactless
TX307452,2026-08-13T13:16:00Z,PAUL UK*3F4DPX6P COVENTRY GB,50.38,GBP,GB,Paul,Food & Drink > Bakeries,5814,COVENTRY,CV1,medium,ref_code,contactless
TX307453,2026-03-23T03:38:00Z,SKY DIGITAL CAMBRIDGE GB,35.13,GBP,GB,Sky,Bills > TV & Broadband,4899,CAMBRIDGE,CB1,easy,clean,direct_debit
TX307454,2026-03-28T11:16:00Z,WICKES BUILDING 2139 SOUTHAMPTON GB,250.05,GBP,GB,Wickes,Shopping > Home Improvement,5211,SOUTHAMPTON,SO14,easy,store_number,contactless
TX307455,2026-07-02T08:42:00Z,HOMEBASELTD LONDON GB,193.13,GBP,GB,Homebase,Shopping > Home Improvement,5211,LONDON,E14,hard,no_space,ecommerce
TX307456,2026-06-23T21:57:00Z,UBER *EATS CHESTER CH1 GB,2.59,GBP,GB,Uber Eats,Food & Drink > Food Delivery,5812,CHESTER,CH1,easy,postcode_tail,contactless
TX307457,2026-06-03T04:37:00Z,NEW LOOK 5046 CROYDON GB,392.34,GBP,GB,New Look,Shopping > Clothing,5651,CROYDON,CR0,easy,store_number,card_present
TX307458,2026-08-05T22:32:00Z,ESSO 2521 SALFORD GB,1.62,GBP,GB,Esso,Transport > Fuel & Petrol,5541,SALFORD,M50,easy,store_number,card_present
TX307459,2026-07-18T08:22:00Z,AUDIBLEUK LUTON GB,20.21,GBP,GB,Audible,Entertainment > Audiobooks,5815,LUTON,LU1,hard,no_space,ecommerce
TX307460,2026-06-23T18:33:00Z,sLUG anD LEtTUce BIRMINGHAM GB,8.41,GBP,GB,Slug and Lettuce,Food & Drink > Pubs & Bars,5813,BIRMINGHAM,B5,medium,case_mixed,card_present
TX307461,2026-08-07T10:38:00Z,AO RTL LTD NOTTINGHAM GB,44.64,GBP,GB,AO.com,Shopping > Electronics,5732,NOTTINGHAM,NG1,hard,vowel_dropped,contactless
TX307462,2026-05-04T13:44:00Z,NISA LOCAL 2875 LONDON,22.50,GBP,GB,Nisa Local,Groceries > Convenience Stores,5411,LONDON,E14,hard,truncated,card_present
TX307463,2026-08-16T14:26:00Z,SHARMA TAKEAWAY PLC BRISTOL GB,17.56,GBP,GB,Sharma Takeaway,Food & Drink > Takeaway,5814,BRISTOL,BS1,medium,legal_entity,card_present
TX307464,2026-07-15T02:00:00Z,SP *AHMED & SONS BOOKSHOP WOLVERHAMPTON GB,364.16,GBP,GB,Ahmed & Sons Bookshop,Shopping > Books,5942,WOLVERHAMPTON,WV1,hard,psp_prefix,card_present
TX307465,2026-06-26T11:54:00Z,GOOGLE *YOUTUBEPREM*Z1EDJ LONDON GB,7.31,GBP,GB,YouTube Premium,Entertainment > Streaming,5815,LONDON,EC2M,medium,ref_code,ecommerce
TX307466,2026-07-15T03:43:00Z,GRN KING LEEDS GB,28.75,GBP,GB,Greene King,Food & Drink > Pubs & Bars,5813,LEEDS,LS2,hard,vowel_dropped,card_present
TX307467,2026-04-17T08:46:00Z,PRIMARK LONDON EC2M GB,429.44,GBP,GB,Primark,Shopping > Clothing,5651,LONDON,EC2M,easy,postcode_tail,ecommerce
TX307468,2026-07-12T09:00:00Z,HMRC LONDON,23.54,GBP,GB,HM Revenue & Customs,Government > Tax,9311,LONDON,E14,hard,truncated,direct_debit
TX307469,2026-03-05T18:50:00Z,PIZZA HUT 4719 NEWPORT GB,71.48,GBP,GB,Pizza Hut,Food & Drink > Restaurants,5812,NEWPORT,NP20,easy,store_number,card_present
TX307470,2026-06-17T10:28:00Z,JD SPORTS LIVERPOOL GB,58.36,GBP,GB,JD Sports,Shopping > Sporting Goods,5941,LIVERPOOL,L1,easy,clean,contactless
TX307471,2026-05-28T20:52:00Z,PREMIER INN LONDON SW6 GB,273.49,GBP,GB,Premier Inn,Travel > Hotels,7011,LONDON,SW6,easy,postcode_tail,card_present
TX307472,2026-06-06T10:50:00Z,BT GROUP PLC LIVERPOOL GB,37.15,GBP,GB,BT,Bills > Broadband,4814,LIVERPOOL,L2,easy,clean,direct_debit
TX307473,2026-03-08T15:59:00Z,VINTED*2GUT3U LEEDS GB,161.42,GBP,GB,Vinted,Shopping > Online Marketplace,5942,LEEDS,LS1,medium,ref_code,ecommerce
TX307474,2026-05-06T21:13:00Z,TRAVELODGE SOUTHAMPTON GB,172.36,GBP,GB,Travelodge,Travel > Hotels,7011,SOUTHAMPTON,SO14,easy,clean,card_present
TX307475,2026-04-03T02:33:00Z,HMRC EXETER GB,291.69,GBP,GB,HM Revenue & Customs,Government > Tax,9311,EXETER,EX1,easy,clean,direct_debit
TX307476,2026-05-21T02:48:00Z,BOOKING.COM PORTSMOUTH,1072.24,GBP,GB,Booking.com,Travel > Online Travel Agency,4722,PORTSMOUTH,PO1,hard,truncated,ecommerce
TX307477,2026-05-22T04:43:00Z,CKO*WRIGHT & SONS PIZZERIA LUTON GB,11.04,GBP,GB,Wright & Sons Pizzeria,Food & Drink > Restaurants,5812,LUTON,LU1,hard,psp_prefix,card_present
TX307478,2026-05-09T23:04:00Z,BRITISH HEART FDN,68.72,GBP,GB,British Heart Foundation,Charity > Donations,8398,LONDON,SE10,hard,truncated,card_present
TX307479,2026-06-16T22:45:00Z,AVIVA INSURANCE SLOUGH GB,274.41,GBP,GB,Aviva,Financial > Insurance,6300,SLOUGH,SL1,easy,clean,direct_debit
TX307480,2026-04-23T00:14:00Z,TAYLORS TYRE CENTRE TID78460 MANCHESTER GB,28.01,GBP,GB,Taylor's Tyre Centre,Transport > Vehicle Servicing,5532,MANCHESTER,M1,medium,terminal_id,ecommerce
TX307481,2026-08-14T08:43:00Z,HousE OF FRaSER LONDON GB,5.92,GBP,GB,House of Fraser,Shopping > Department Stores,5311,LONDON,EC2M,medium,case_mixed,contactless
TX307482,2026-05-22T19:42:00Z,PAYPAL *HUSSAIN & SONS LAUNDRETTE LONDON GB,77.55,GBP,GB,Hussain & Sons Laundrette,Personal Care > Laundry,7211,LONDON,SE10,hard,psp_prefix,contactless
TX307483,2026-03-20T15:15:00Z,COOPERS DRY CLEANERS*GZTDV4 LONDON GB,45.37,GBP,GB,Cooper's Dry Cleaners,Personal Care > Laundry,7216,LONDON,SE10,medium,ref_code,card_present
TX307484,2026-05-13T09:38:00Z,ADIDAS UK 1550 COVEN,154.41,GBP,GB,Adidas,Shopping > Sporting Goods,5941,COVENTRY,CV1,hard,truncated,contactless
TX307485,2026-03-24T23:55:00Z,LLYDS PHRMCY SALFORD GB,14.35,GBP,GB,Lloyds Pharmacy,Health > Pharmacy,5912,SALFORD,M50,hard,vowel_dropped,ecommerce
TX307486,2026-08-13T01:55:00Z,BOOKING.COM COVENTRY GB,1237.30,GBP,GB,Booking.com,Travel > Online Travel Agency,4722,COVENTRY,CV1,easy,clean,ecommerce
TX307487,2026-07-03T15:01:00Z,MONZOBANK SOUTHAMPTON GB,370.21,GBP,GB,Monzo,Financial > Banking,6012,SOUTHAMPTON,SO14,hard,no_space,ecommerce
TX307488,2026-03-05T18:41:00Z,THE CRWN INN BRISTOL GB,2.62,GBP,GB,The Crown Inn,Food & Drink > Pubs & Bars,5813,BRISTOL,BS1,hard,vowel_dropped,card_present
TX307489,2026-07-17T08:23:00Z,WAITROSE*1QTQNE9 BELFAST GB,71.73,GBP,GB,Waitrose,Groceries > Supermarkets,5411,BELFAST,BT2,medium,ref_code,contactless
TX307490,2026-03-26T07:05:00Z,AMZN Mktp UK*VK6Q5 LONDON GB,4.99,GBP,GB,Amazon,Shopping > Online Marketplace,5942,LONDON,W2,medium,ref_code,ecommerce
TX307491,2026-07-18T01:16:00Z,ZETTLE_*IVY LANE CAFE LONDON GB,75.35,GBP,GB,Ivy Lane Cafe,Food & Drink > Cafes & Coffee Shops,5814,LONDON,E15,hard,psp_prefix,contactless
TX307492,2026-07-07T18:29:00Z,STEAMGAMES.COM LEICESTER GB,101.70,GBP,GB,Steam,Entertainment > Gaming,5816,LEICESTER,LE1,easy,clean,ecommerce
TX307493,2026-04-26T22:37:00Z,VUE ENTERTAINMENT SALFORD GB,11.72,GBP,GB,Vue,Entertainment > Cinema,7832,SALFORD,M50,easy,clean,ecommerce
TX307494,2026-07-27T17:44:00Z,OVO ENERGY*4XBD3 BOLTON GB,179.43,GBP,GB,OVO Energy,Bills > Energy,4900,BOLTON,BL1,medium,ref_code,direct_debit
TX307495,2026-08-17T19:42:00Z,BREWDOG TID86445 BRADFORD GB,31.93,GBP,GB,BrewDog,Food & Drink > Pubs & Bars,5813,BRADFORD,BD1,medium,terminal_id,card_present
TX307496,2026-04-01T09:04:00Z,MCGREGORS BARBERS*4A39G LONDON GB,83.26,GBP,GB,Mcgregor's Barbers,Personal Care > Hairdressing,7230,LONDON,SW6,medium,ref_code,card_present
TX307497,2026-06-02T13:45:00Z,SEVERN TRENT STOKE,154.78,GBP,GB,Severn Trent,Bills > Water,4900,STOKE-ON-TRENT,ST1,hard,truncated,direct_debit
TX307498,2026-06-29T13:10:00Z,POST OFFICE LTD LEEDS GB,316.11,GBP,GB,Post Office,Government > Postal Services,9402,LEEDS,LS2,easy,clean,direct_debit
TX307499,2026-07-29T13:04:00Z,BP CONNECT COVENTRY GB,62.07,GBP,GB,BP,Transport > Fuel & Petrol,5541,COVENTRY,CV1,easy,clean,card_present
TX307500,2026-03-01T17:12:00Z,tUI UK MANCHESTER GB,1095.70,GBP,GB,TUI,Travel > Tour Operators,4722,MANCHESTER,M1,medium,case_mixed,ecommerce
TX307501,2026-04-07T19:52:00Z,IZ *THE BLACK HORSE GLASGOW GB,66.49,GBP,GB,The Black Horse,Food & Drink > Pubs & Bars,5813,GLASGOW,G2,hard,psp_prefix,card_present
TX307502,2026-06-04T10:52:00Z,VINTED HULL GB,479.54,GBP,GB,Vinted,Shopping > Online Marketplace,5942,HULL,HU1,easy,clean,ecommerce
TX307503,2026-06-08T01:17:00Z,THREE UK LTD SWANSEA GB,93.51,GBP,GB,Three,Bills > Mobile,4814,SWANSEA,SA1,medium,legal_entity,standing_order
TX307504,2026-05-05T05:30:00Z,LEON RESTAURANTS YORK YO1 GB,11.80,GBP,GB,Leon,Food & Drink > Fast Food,5814,YORK,YO1,easy,postcode_tail,contactless
TX307505,2026-03-04T07:28:00Z,BEAN THERE CAFE DERBY GB,80.08,GBP,GB,Bean There Cafe,Food & Drink > Cafes & Coffee Shops,5814,DERBY,DE1,medium,clean,card_present
TX307506,2026-03-16T12:15:00Z,ROBERTS & SONS BAK,60.86,GBP,GB,Roberts & Sons Bakery,Food & Drink > Bakeries,5462,STOKE-ON-TRENT,ST1,hard,truncated,contactless
TX307507,2026-03-09T13:34:00Z,PAYPAL *SUNFLOWER CAFE NORWICH GB,11.11,GBP,GB,Sunflower Cafe,Food & Drink > Cafes & Coffee Shops,5814,NORWICH,NR1,hard,psp_prefix,card_present
TX307508,2026-08-06T12:46:00Z,OCADO RETAIL ABERDEEN GB,31.55,GBP,GB,Ocado,Groceries > Online Grocery,5411,ABERDEEN,AB10,easy,clean,ecommerce
TX307509,2026-03-26T07:19:00Z,ZETTLE_*THE CROWN INN CHESTER GB,29.99,GBP,GB,The Crown Inn,Food & Drink > Pubs & Bars,5813,CHESTER,CH1,hard,psp_prefix,card_present
